CustomerID,FullName,Gender,Region,CustomerSegment,SignupDate
C10445,Jeffrey Jenkins,Male,Northeast,Returning,2025-05-17
C10446,Cynthia Wallace,Female,Northeast,Loyalty,2023-10-23
C10447,Nicole Cole,Female,West,Returning,2024-10-21
C10448,Eric Stokes,Male,Midwest,Loyalty,2024-07-18
C10449,Sandy Richardson,Female,Midwest,Loyalty,2026-06-16
C10450,William Murray,Male,Southeast,Returning,2023-10-19
C10451,James Rose,Male,Online-only,Returning,2026-07-14
C10452,Ruth Solis,Female,Online-only,New,2023-03-24
C10453,David Davidson,Male,Northeast,Returning,2026-03-02
C10454,Justin Garcia,Male,Midwest,Returning,2026-01-20
C10455,Sarah Mitchell,Female,Southeast,Returning,2025-09-21
C10456,Don Whitehead,Male,West,Returning,2023-04-06
C10457,Jessica Potts,Female,West,Returning,2023-07-24
C10458,Joanne Bailey,Female,Southeast,Returning,2022-10-11
C10459,Anthony Shaw,Male,Southeast,Returning,2023-08-13
C10460,Virginia Brooks,Non-binary,Online-only,Returning,2022-10-14
C10461,Sarah Combs,Non-binary,West,Loyalty,2025-04-08
C10462,Raven Taylor,Female,Online-only,Returning,2023-10-26
C10463,Ronald Horton,Male,Northeast,Returning,2023-03-24
C10464,Michele West,Female,Southeast,Returning,2022-09-10
C10465,Angela Scott,Female,West,Returning,2026-01-04
C10466,Ana Acosta,Non-binary,Northeast,Returning,2024-10-12
C10467,Daniel Roberts,Non-binary,Southeast,Returning,2023-11-16
C10468,Anthony Barnes,Male,Online-only,Returning,2025-11-05
C10469,Jim Rodriguez,Male,Northeast,Loyalty,2026-04-16
C10470,Kyle Smith,Male,Northeast,Loyalty,2024-09-24
C10471,Dana Thomas,Female,Midwest,Returning,2024-05-21
C10472,Christina Allen,Non-binary,Northeast,Returning,2024-05-03
C10473,Elizabeth Miller,Non-binary,Northeast,Returning,2026-07-26
C10474,Barry Fox,Male,Northeast,Returning,2024-09-12
C10475,Vanessa Spencer,Non-binary,West,New,2024-03-26
C10476,John Reid,Male,Northeast,Returning,2026-08-05
C10477,David Smith,Male,Online-only,Returning,2025-10-28
C10478,Gregory Quinn,Male,Southeast,New,2025-03-08
C10479,Raymond Moss,Male,Online-only,New,2024-01-01
C10480,Bradley Payne,Non-binary,Online-only,Returning,2025-12-03
C10481,Carrie Maxwell,Female,West,Returning,2024-07-12
C10482,Michael Welch,Male,Online-only,Loyalty,2025-11-30
C10483,Bryan Parsons,Non-binary,Northeast,New,2024-07-02
C10484,Edward Williams,Male,Online-only,Returning,2023-06-21
C10485,Amanda Mahoney,Female,West,Returning,2024-09-24
C10486,Virginia Daniels,Female,Southeast,Loyalty,2023-09-07
C10487,Nicole Lee,Female,Midwest,Returning,2024-02-06
C10488,Richard Glenn,Male,Northeast,Loyalty,2023-12-31
C10489,Caleb Richardson,Male,Online-only,Loyalty,2026-03-24
C10490,Patrick Kline,Male,Northeast,Returning,2024-03-20
C10491,William Crawford,Male,Southeast,New,2024-08-29
C10492,Tim Stone,Male,Northeast,Loyalty,2025-11-15
C10493,Monica Miller,Female,West,New,2025-01-29
C10494,Samantha Gardner,Female,Online-only,Returning,2023-12-15
C10495,Bobby Guerrero,Male,West,Returning,2023-11-24
C10496,Carrie Simmons,Non-binary,Northeast,New,2025-06-06
C10497,Heather Williams,Female,Northeast,New,2026-02-24
C10498,Michael Bolton,Non-binary,Midwest,New,2023-10-08
C10499,Veronica Gould,Female,Southeast,New,2022-12-21
C10500,Mark Cox,Male,Southeast,Loyalty,2025-11-15
C10501,Michael Cisneros,Male,Northeast,Loyalty,2023-03-30
C10502,Lawrence Harrington,Male,Midwest,New,2022-10-23
C10503,Carlos Osborne,Non-binary,Midwest,Returning,2024-02-19
C10504,Janet Bradley,Female,Midwest,Returning,2025-02-02
C10505,Michael Rush,Male,Midwest,New,2024-02-28
C10506,Pamela Berry,Female,Midwest,Returning,2024-10-15
C10507,Raymond Banks,Non-binary,Midwest,Loyalty,2023-09-02
C10508,Daniel Fitzgerald,Non-binary,Midwest,Returning,2024-08-31
C10509,James Hoffman,Male,Northeast,Returning,2023-09-20
C10510,Debbie Griffin,Female,Southeast,New,2026-08-27
C10511,Donna Hendricks,Female,Southeast,Returning,2024-08-20
C10512,Barbara Farrell,Female,West,Returning,2024-06-23
C10513,Stephanie Wallace,Female,Northeast,Returning,2023-01-09
C10514,Melanie Bruce,Female,West,New,2023-12-13
C10515,Gregory Brown,Male,Online-only,Returning,2024-11-02
C10516,Steven York,Male,West,New,2025-07-08
C10517,Timothy Little,Male,Northeast,New,2025-11-04
C10518,Jordan Martinez,Male,Online-only,Returning,2023-06-23
C10519,Brenda Tyler,Female,Midwest,Loyalty,2022-10-11
C10520,Angela Wood,Non-binary,Midwest,New,2025-11-19
C10521,Juan Salazar,Male,Southeast,Loyalty,2023-01-06
C10522,Ellen Key,Female,Online-only,Returning,2025-07-18
C10523,Kelly Hammond,Female,West,Returning,2025-12-18
C10524,Benjamin Compton,Male,West,Loyalty,2025-03-28
C10525,Jerry Frazier,Male,Southeast,New,2024-01-18
C10526,Shawn Deleon,Male,Southeast,Loyalty,2025-03-25
C10527,Catherine Burch,Female,West,Returning,2024-05-26
C10528,Susan Brown,Female,Midwest,Loyalty,2023-03-03
C10529,Christian Martin,Male,Midwest,Returning,2023-12-18
C10530,Michelle Reed,Female,Southeast,Returning,2026-06-07
C10531,Steven Singleton,Male,Midwest,Returning,2023-09-03
C10532,Mark Pierce,Male,Southeast,New,2023-03-04
C10533,Elizabeth Ferguson,Female,West,Returning,2024-09-05
C10534,Caroline David,Female,Northeast,Returning,2023-04-16
C10535,Mary Le,Female,Midwest,Returning,2025-02-02
C10536,Ryan Elliott,Male,Online-only,New,2025-12-20
C10537,Anthony Williams,Non-binary,West,Returning,2025-03-27
C10538,Kenneth Curtis,Male,Northeast,Loyalty,2025-09-26
C10539,Jennifer Fowler,Female,Southeast,Loyalty,2024-08-30
C10540,Lori Roberts,Female,Midwest,Returning,2026-06-30
C10541,Karen Ballard,Female,Southeast,Loyalty,2025-05-30
C10542,Kenneth Jones,Non-binary,Northeast,Returning,2022-11-29
C10543,Jessica Washington,Female,West,New,2023-06-27
C10544,Lisa Edwards,Female,Northeast,New,2025-07-17
C10545,Jessica Valencia,Non-binary,Southeast,Returning,2026-07-28
C10546,Bianca Wood,Female,West,Returning,2024-12-01
C10547,Francis Owens,Male,Online-only,Returning,2023-09-28
C10548,David Davis,Male,Northeast,New,2023-10-31
C10549,Janet Gilbert,Female,Midwest,Loyalty,2023-08-31
C10550,Sean Moore,Male,Online-only,Loyalty,2023-12-25
C10551,Laura Edwards,Female,West,Returning,2025-09-21
C10552,Tyrone Robertson,Non-binary,Midwest,Loyalty,2024-08-31
C10553,Eric Johnson,Male,West,Loyalty,2026-06-14
C10554,Jonathan Levy,Male,West,Returning,2023-07-14
C10555,Heather Williams,Female,Online-only,Loyalty,2024-08-25
C10556,Stephen Pena,Male,West,New,2024-07-21
C10557,Amanda Boone,Non-binary,Midwest,Returning,2024-05-24
C10558,Nicole Luna,Non-binary,Northeast,Loyalty,2025-09-22
C10559,Holly Morales,Female,Southeast,Loyalty,2024-12-13
C10560,Cory Tran,Male,Midwest,Loyalty,2022-12-19
C10561,William Duran,Non-binary,Northeast,Loyalty,2023-10-16
C10562,Virginia Becker,Female,Midwest,Returning,2023-02-23
C10563,Vanessa Long,Female,Northeast,Loyalty,2025-11-06
C10564,Matthew Mcmillan,Non-binary,West,New,2025-09-09
C10565,Curtis Hicks,Male,Midwest,Loyalty,2024-09-02
C10566,Amber Taylor,Female,West,Returning,2024-01-02
C10567,Kara Bryant,Female,Northeast,Returning,2025-02-04
C10568,Jose Murphy,Male,Southeast,Loyalty,2025-02-14
C10569,Carla Ewing,Female,West,New,2025-08-17
C10570,Kevin Rogers,Non-binary,Southeast,Returning,2025-12-25
C10571,Amanda Erickson,Non-binary,Midwest,Returning,2023-11-14
C10572,Robert Richardson,Male,Midwest,Returning,2025-05-13
C10573,William Silva,Male,West,Returning,2025-11-09
C10574,Jessica Watts,Non-binary,Southeast,Loyalty,2022-10-11
C10575,Karen Coffey,Female,West,New,2025-10-20
C10576,Paula Lane,Female,Online-only,Loyalty,2025-07-22
C10577,Lauren Jackson,Female,West,Loyalty,2025-03-09
C10578,Manuel Randall,Male,West,New,2023-04-06
C10579,Erin Johnson,Non-binary,Southeast,Loyalty,2026-06-18
C10580,Brian Smith,Male,Southeast,Loyalty,2023-12-04
C10581,Christian Vaughn,Male,Southeast,New,2024-04-24
C10582,Patricia Knapp,Female,Northeast,Returning,2026-02-28
C10583,Noah Brown,Male,Northeast,Returning,2023-03-23
C10584,Christine Nguyen,Female,Online-only,Returning,2025-04-26
C10585,Kelly Edwards,Female,Online-only,New,2023-05-13
C10586,Susan Peterson,Female,Midwest,New,2024-02-02
C10587,Raymond Le,Male,Midwest,New,2025-03-30
C10588,Michael Bishop,Male,Northeast,New,2023-06-10
C10589,David Grant,Male,Online-only,Returning,2023-07-28
C10590,William Evans,Male,West,Loyalty,2023-10-29
C10591,Christine Bush,Female,Northeast,New,2023-12-09
C10592,Michael Peck,Non-binary,Midwest,Loyalty,2025-11-07
C10593,Donald Martinez,Male,Northeast,Loyalty,2025-05-17
C10594,Noah Baird,Non-binary,Midwest,New,2025-12-10
C10595,Stephanie Ballard,Non-binary,Southeast,New,2023-11-01
C10596,Dwayne Klein,Male,Midwest,Loyalty,2024-01-21
C10597,Jeremy Scott,Male,Southeast,New,2024-08-02
C10598,Christina Ryan,Female,Midwest,Loyalty,2026-05-27
C10599,Melissa Taylor,Female,West,Returning,2025-02-17
C10600,Kevin Sanchez,Male,Northeast,Returning,2025-05-07
C10601,Kiara Little,Female,Midwest,New,2022-11-18
C10602,Robert Love,Non-binary,Midwest,Returning,2023-01-27
C10603,Kelli Smith,Non-binary,West,New,2024-11-14
C10604,Tanya Russell,Female,Southeast,Loyalty,2026-05-30
C10605,Sherry Woods,Female,Midwest,Returning,2023-06-21
C10606,Victor Morris,Male,Northeast,Returning,2025-04-03
C10607,Rebecca Davis,Non-binary,Northeast,New,2024-12-19
C10608,Kimberly Sharp,Female,West,Returning,2026-06-01
C10609,Thomas Thompson,Male,Midwest,Returning,2026-03-14
C10610,Casey Gillespie,Female,Online-only,Returning,2026-08-28
C10611,James Simpson,Male,Online-only,Returning,2026-06-01
C10612,Tonya Howe,Female,Midwest,Returning,2026-03-06
C10613,Albert Bradley,Non-binary,Midwest,Returning,2023-02-06
C10614,Victoria Mitchell,Female,Midwest,New,2026-08-17
C10615,Kimberly Snyder,Female,West,Loyalty,2026-06-04
C10616,Melissa Mcdonald,Non-binary,Southeast,Loyalty,2023-06-11
C10617,Ashley Martin,Female,Midwest,New,2024-07-04
C10618,Jonathan Lopez,Non-binary,Midwest,Returning,2025-08-13
C10619,Krystal Bradley,Non-binary,Midwest,Returning,2025-09-12
C10620,Gregory Chase,Non-binary,West,Returning,2026-04-04
C10621,Ronald Robertson,Male,Northeast,Loyalty,2023-01-07
C10622,Maureen Lopez,Female,Northeast,Returning,2023-03-27
C10623,Franklin Wright,Male,Northeast,Returning,2023-09-18
C10624,David Molina,Male,Midwest,Returning,2026-06-26
C10625,Eric Sharp,Male,Online-only,Returning,2022-09-19
C10626,Martha Schwartz,Female,West,Returning,2022-12-02
C10627,David Parker,Non-binary,Southeast,Returning,2024-04-16
C10628,Wayne Jacobson,Non-binary,Southeast,Loyalty,2025-06-26
C10629,Eric Wilson,Male,Online-only,Returning,2026-05-02
C10630,Elizabeth Mendez,Female,West,Loyalty,2023-07-19
C10631,Brandi Hernandez,Female,West,New,2025-08-29
C10632,Larry Perry,Male,Southeast,Returning,2024-11-12
C10633,Kaitlin Medina,Female,West,Returning,2025-04-29
C10634,Daniel Wright,Male,Southeast,Returning,2025-09-08
C10635,Shelley Miller,Female,Southeast,Returning,2024-06-16
C10636,Jane Miller,Non-binary,Southeast,Loyalty,2024-12-04
C10637,Amy Kelley,Female,Online-only,Loyalty,2024-09-10
C10638,Laura Hernandez,Female,Northeast,Loyalty,2023-12-26
C10639,Kelly Wilson,Female,Southeast,Returning,2023-06-29
C10640,Lauren Davis,Female,West,New,2024-09-17
C10641,Lindsey Chavez,Non-binary,Southeast,Returning,2024-09-21
C10642,Joyce Brown,Female,Northeast,Returning,2024-07-09
C10643,Lindsay Cummings,Non-binary,Southeast,New,2024-04-03
C10644,Lisa Reese,Non-binary,Southeast,New,2024-12-25
C10645,Amber Cooper,Female,Southeast,Returning,2022-12-05
C10646,Wendy Michael,Female,West,New,2022-12-12
C10647,Sarah Johnson,Non-binary,Online-only,New,2024-04-21
C10648,Randy Cannon,Male,Midwest,New,2026-08-01
C10649,Maria Fisher,Female,Southeast,Returning,2026-08-22
C10650,Janet Kane,Female,West,New,2026-04-18
C10651,Jaime Vega,Female,Online-only,New,2025-04-26
C10652,Joshua Valdez,Male,Online-only,New,2024-01-23
C10653,Christopher Medina,Male,West,New,2024-10-14
C10654,Monica Walker,Female,Online-only,New,2022-09-08
C10655,Andrew Evans,Non-binary,Midwest,Loyalty,2025-05-13
C10656,Kimberly Patel,Female,Southeast,Loyalty,2025-12-18
C10657,John Reed,Non-binary,Midwest,Loyalty,2023-10-10
C10658,Timothy Hardy,Male,Online-only,Returning,2023-02-14
C10659,Robert Barnes,Male,West,Returning,2025-09-25
C10660,Stephen Smith,Male,West,Returning,2023-06-30
C10661,Ashlee Johnson,Female,West,Loyalty,2025-01-22
C10662,Jacqueline Williams,Non-binary,West,New,2025-08-19
C10663,Richard Young,Non-binary,Online-only,Loyalty,2023-07-17
C10664,Scott Brown,Male,Midwest,New,2024-09-07
C10665,Donna Cabrera,Female,Northeast,New,2025-08-06
C10666,Emma Harper,Female,Online-only,New,2025-05-11
C10667,Frank Turner,Male,Southeast,Loyalty,2023-03-31
C10668,Mary Walker,Female,Southeast,Returning,2023-11-15
C10669,Amy Fry,Female,Southeast,Returning,2026-03-10
C10670,Thomas Garrett,Male,Northeast,New,2024-05-18
C10671,Kathleen Compton,Female,Northeast,Returning,2026-06-08
C10672,Megan Floyd,Female,West,Returning,2023-12-12
C10673,Jennifer Hernandez,Female,Southeast,New,2024-03-05
C10674,Paul Wells,Male,Midwest,Returning,2026-01-25
C10675,Kevin Zimmerman,Non-binary,Southeast,Returning,2025-11-22
C10676,Thomas Hart,Male,West,Loyalty,2026-07-16
C10677,Justin Anderson,Male,West,Returning,2023-08-23
C10678,James Lucas,Non-binary,Online-only,New,2026-05-11
C10679,Ryan Davis,Male,Midwest,Returning,2025-07-26
C10680,James Adams,Non-binary,Northeast,Loyalty,2025-05-13
C10681,Carrie Russo,Non-binary,Northeast,Returning,2023-06-04
C10682,Philip Ramsey,Male,Southeast,Returning,2024-11-26
C10683,Karen Booth,Female,West,Returning,2024-01-02
C10684,Tyler Smith,Male,Northeast,Returning,2026-06-02
C10685,Tonya Wilson,Female,Midwest,Returning,2026-09-01
C10686,John Sanchez,Male,Midwest,Returning,2025-02-01
C10687,Christine Herman,Female,West,Returning,2024-11-17
C10688,Patricia James,Female,West,Returning,2024-10-21
C10689,Heather Green,Female,Midwest,Returning,2024-09-20
C10690,Tyler Garcia,Non-binary,Online-only,Loyalty,2026-08-05
C10691,Julie Franco,Female,Online-only,Returning,2026-04-29
C10692,Jacqueline Gutierrez,Female,Southeast,Loyalty,2024-12-02
C10693,Daniel Thomas,Male,Southeast,Loyalty,2023-09-18
C10694,Timothy Riley,Male,Online-only,Loyalty,2024-05-04
C10695,Christian Rivera,Male,Northeast,Loyalty,2024-03-10
C10696,Martha Porter,Non-binary,Northeast,Loyalty,2025-04-15
C10697,Melinda Scott,Female,Northeast,Returning,2025-12-15
C10698,Tammy May,Non-binary,Northeast,Loyalty,2024-08-19
C10699,Carol Norton,Female,West,Loyalty,2023-05-08
C10700,Nathan Freeman,Male,West,Returning,2026-05-03
C10701,Amber May,Non-binary,Southeast,New,2022-11-27
C10702,Andrew Bradford,Male,Southeast,New,2026-06-13
C10703,Mary Duran,Female,Northeast,Returning,2024-04-27
C10704,Megan Hall,Non-binary,West,Loyalty,2025-07-01
C10705,Alexa Wagner,Female,Southeast,New,2024-02-29
C10706,Christine Estrada,Non-binary,Northeast,Returning,2025-02-19
C10707,Karen Freeman,Female,Southeast,New,2022-09-12
C10708,Juan Smith,Male,Southeast,New,2024-10-14
C10709,Denise Madden,Female,Northeast,Loyalty,2022-09-28
C10710,Robert Craig,Male,West,Returning,2025-11-23
C10711,Susan Rodriguez,Female,Midwest,Loyalty,2023-01-21
C10712,Brittany Lee,Female,Southeast,Loyalty,2024-10-10
C10713,Lisa Adams,Non-binary,Southeast,Returning,2024-04-04
C10714,Jacqueline Sullivan,Female,Midwest,Returning,2024-12-05
C10715,William Perez,Male,West,Returning,2025-05-28
C10716,Ryan Valdez,Male,Northeast,Returning,2026-02-06
C10717,Peter Davis,Male,West,Returning,2024-03-09
C10718,Juan Brown,Male,Southeast,Returning,2022-09-16
C10719,Christopher Porter,Male,West,Returning,2024-05-28
C10720,Richard Knight,Male,Southeast,Returning,2026-02-06
C10721,Brandon Rice,Male,Online-only,Returning,2022-11-04
C10722,Daniel Parrish,Male,Midwest,New,2026-03-21
C10723,John Williams,Male,Southeast,Returning,2022-12-20
C10724,Tammy Lam,Female,Online-only,Loyalty,2024-12-03
C10725,Amanda Mcfarland,Female,Midwest,Loyalty,2023-12-06
C10726,Tonya Matthews,Female,Southeast,Returning,2025-09-05
C10727,Jennifer Sanders,Non-binary,Northeast,New,2022-12-24
C10728,Francisco Allen,Non-binary,West,Returning,2026-01-03
C10729,James Mosley,Male,Northeast,Loyalty,2023-12-31
C10730,Nicole Taylor,Female,Online-only,New,2026-08-16
C10731,Nathaniel Mason,Male,Online-only,New,2026-07-26
C10732,Anthony Kim,Male,Online-only,Returning,2026-01-09
C10733,Gilbert Mack,Male,Southeast,New,2026-06-28
C10734,Jennifer Ayala,Female,West,Returning,2022-10-16
C10735,Joshua Riddle,Non-binary,West,Returning,2024-08-19
C10736,Heather Pugh,Female,Midwest,Returning,2024-05-25
C10737,Meghan Guerrero,Female,West,Returning,2023-01-06
C10738,Lisa Yates,Female,Online-only,Returning,2025-07-10
C10739,Bradley Moore,Male,Northeast,Loyalty,2025-07-08
C10740,Mark Singh,Male,Northeast,Returning,2023-12-09
C10741,Daniel Smith,Non-binary,Midwest,Returning,2023-11-27
C10742,Ian Nelson,Male,Northeast,New,2023-03-15
C10743,Jacob Cole,Non-binary,West,Returning,2024-11-20
C10744,Jennifer Johnson,Female,Southeast,Loyalty,2024-02-01
C10745,Brandon George,Male,Midwest,Returning,2023-12-20
C10746,Janice Carter,Female,Northeast,Returning,2024-03-22
C10747,Bradley Santana,Male,Northeast,Loyalty,2026-04-16
C10748,Vanessa Armstrong,Female,Midwest,Loyalty,2023-05-08
C10749,Jamie Taylor,Female,Online-only,Returning,2023-11-16
C10750,Katherine Brown,Female,Southeast,Loyalty,2024-05-29
C10751,Jason Washington,Male,Northeast,New,2022-12-24
C10752,David Wright,Male,Midwest,Returning,2025-03-03
C10753,Brittney Gonzalez,Non-binary,West,Loyalty,2023-02-06
C10754,Eric Rush,Male,West,New,2024-01-01
C10755,Christine Brock,Non-binary,Midwest,New,2023-12-28
C10756,Matthew Ochoa,Non-binary,West,Returning,2026-02-08
C10757,Valerie Taylor,Female,Northeast,Loyalty,2023-12-15
C10758,Travis Harris,Male,West,Loyalty,2023-12-05
C10759,Tracey Novak,Female,Online-only,Returning,2023-11-02
C10760,Michael Henry,Male,Northeast,Returning,2024-12-21
C10761,Dana Bennett,Female,Southeast,Returning,2025-12-08
C10762,Jenna Wilson,Female,Online-only,Returning,2024-12-04
C10763,Kevin Gardner,Male,Online-only,New,2025-05-25
C10764,Krista Benton,Female,West,Loyalty,2024-07-07
C10765,Michelle Gonzales,Female,Northeast,Returning,2023-11-02
C10766,Heather Fuentes,Non-binary,Midwest,Returning,2025-11-07
C10767,Jason Porter,Male,Northeast,Loyalty,2025-03-15
C10768,Dana Hopkins,Female,Midwest,Loyalty,2025-07-13
C10769,Rachel Jones,Female,Online-only,Loyalty,2026-08-19
C10770,John Morales,Male,Northeast,Loyalty,2024-09-11
C10771,Samantha Holt,Non-binary,Midwest,New,2024-11-04
C10772,Rachel Ward,Female,West,Returning,2026-04-02
C10773,Amanda Little,Non-binary,Midwest,New,2023-01-05
C10774,Patricia Sandoval,Female,Northeast,New,2024-02-03
C10775,Matthew Williams,Male,West,Returning,2026-08-09
C10776,Michael Ross,Male,Online-only,Returning,2025-09-05
C10777,Tammy Jordan,Non-binary,Southeast,Loyalty,2022-09-18
C10778,David Dixon,Male,West,Returning,2024-09-29
C10779,Kevin Johnston,Male,West,New,2024-06-14
C10780,Jeanne Barton,Female,Midwest,Loyalty,2025-01-09
C10781,Kathryn Cooper,Female,Northeast,New,2022-10-08
C10782,Ashley Perry,Female,Southeast,Loyalty,2026-07-08
C10783,Darren Shepard,Non-binary,Southeast,Loyalty,2023-03-28
C10784,Emily Gibson,Female,West,Loyalty,2023-07-02
C10785,John Alvarez,Male,Midwest,Returning,2024-06-03
C10786,Michael Flores,Male,Midwest,Returning,2023-11-15
C10787,Robert Wilson,Male,Northeast,Returning,2026-01-24
C10788,Matthew Byrd,Male,West,New,2023-04-30
C10789,William Sanchez,Male,Southeast,Loyalty,2023-05-15
C10790,Christopher Castro,Male,West,Returning,2026-07-03
C10791,Crystal Sullivan,Female,Northeast,Loyalty,2023-05-30
C10792,Martin Reynolds,Male,Southeast,New,2022-10-15
C10793,Lucas Gonzalez,Male,Northeast,Returning,2025-01-14
C10794,Paul Bush,Non-binary,Midwest,Returning,2023-06-30
C10795,Nicole Stokes,Female,Northeast,Returning,2022-12-03
C10796,Cristian Wiggins,Non-binary,Midwest,Returning,2023-06-02
C10797,Gabriel Ellis,Male,Northeast,Returning,2023-09-21
C10798,Shari Rose,Female,West,Returning,2025-03-24
C10799,Kyle Carr,Male,Midwest,New,2025-01-07
C10800,Gregory Bruce,Male,Northeast,New,2025-02-20
C10801,Robin Mccarthy,Female,Midwest,New,2023-11-11
C10802,Lucas Miller,Male,Southeast,Returning,2023-03-17
C10803,Autumn Torres,Female,Southeast,Loyalty,2023-05-28
C10804,Michael Dixon,Male,Midwest,New,2024-05-05
C10805,Brenda Reyes,Female,Northeast,New,2023-06-01
C10806,Mark Steele,Male,Southeast,Returning,2025-04-02
C10807,Zoe Peters,Female,Midwest,Returning,2024-08-17
C10808,Donald Edwards,Non-binary,Northeast,Returning,2024-06-22
C10809,Anthony Howard,Male,Midwest,New,2022-09-16
C10810,Chad Ochoa,Male,Online-only,Returning,2026-07-11
C10811,Jonathan Simpson,Male,Online-only,Loyalty,2025-05-29
C10812,Jennifer Larsen,Female,Southeast,Loyalty,2024-08-16
C10813,Bradley Johnson,Male,Southeast,Loyalty,2025-09-18
C10814,Edgar Hill,Male,Midwest,Returning,2024-10-26
C10815,Gary Ellis,Non-binary,Northeast,Returning,2025-08-22
C10816,Ralph Dunn,Male,Midwest,Returning,2023-02-15
C10817,Ashley Hampton,Female,West,Loyalty,2025-12-17
C10818,Jacob Carson,Male,West,New,2022-11-02
C10819,Michelle Payne,Female,Southeast,Returning,2026-08-18
C10820,Brian Greer,Male,West,New,2025-09-03
C10821,Kenneth Kidd,Non-binary,Midwest,Returning,2024-06-20
C10822,Michael Montoya,Non-binary,Online-only,Loyalty,2024-06-05
C10823,Xavier Rowe,Male,Midwest,Loyalty,2023-08-14
C10824,Rita Matthews,Female,West,Loyalty,2024-01-27
C10825,Jennifer Chen,Non-binary,West,New,2023-05-03
C10826,Charles Clark,Male,West,Returning,2023-07-02
C10827,Brian Bell,Non-binary,Northeast,Loyalty,2023-10-18
C10828,Joshua Morris,Male,Online-only,Returning,2025-06-26
C10829,Dylan Adams,Male,Northeast,New,2026-02-06
C10830,William Shelton,Male,Midwest,Returning,2023-01-20
C10831,Sydney Floyd,Non-binary,West,New,2026-05-06
C10832,Wendy Camacho,Female,Southeast,Loyalty,2023-03-07
C10833,Michelle Wright,Non-binary,West,New,2025-07-07
C10834,Sandra Juarez,Female,Midwest,Returning,2025-05-17
C10835,Katherine Ray,Female,Northeast,Loyalty,2023-09-30
C10836,Jason Hayes,Male,Southeast,Returning,2025-03-16
C10837,Spencer Davis,Male,Midwest,Returning,2024-09-24
C10838,Diana Mayer,Female,Midwest,Returning,2024-02-23
C10839,Tiffany Murphy,Female,Northeast,New,2022-09-06
C10840,Patricia Oconnor,Female,Northeast,Returning,2025-08-05
C10841,Judy Beck,Female,West,New,2024-02-08
C10842,Arthur Ferguson,Male,Midwest,Returning,2023-07-18
C10843,Jessica Lewis,Female,Midwest,Loyalty,2023-09-30
C10844,Ronald Morgan,Male,West,Returning,2024-12-24
C10845,Keith Washington,Male,West,Returning,2024-01-17
C10846,Melanie Williams,Female,West,Loyalty,2023-01-26
C10847,Richard Stevens,Male,Midwest,Returning,2023-03-03
C10848,Scott Alexander,Male,Northeast,Loyalty,2022-09-03
C10849,Tina Harris,Female,Midwest,Loyalty,2025-06-04
C10850,David Santos,Non-binary,Northeast,Returning,2023-04-23
C10851,Timothy Hill,Male,Northeast,Returning,2025-04-15
C10852,David Watson,Male,Midwest,Returning,2026-04-14
C10853,Gabriel Sanders,Non-binary,Southeast,Returning,2023-11-23
C10854,Melissa Young,Female,Southeast,Loyalty,2025-04-17
C10855,Jane Smith,Non-binary,Northeast,Returning,2024-07-30
C10856,Brandi Perez,Female,Online-only,Returning,2025-05-22
C10857,Adam Dominguez,Male,Southeast,New,2025-12-08
C10858,Virginia Henderson,Female,Northeast,Returning,2023-03-14
C10859,Chad Reyes,Non-binary,Southeast,Returning,2025-08-04
C10860,Curtis Edwards,Non-binary,Southeast,New,2026-03-12
C10861,Derrick Ayala,Non-binary,West,Returning,2025-09-06
C10862,Casey Haney,Male,Midwest,Returning,2023-03-30
C10863,Joseph Smith,Male,Northeast,Loyalty,2025-04-09
C10864,Scott Bowen,Non-binary,Northeast,Returning,2025-03-07
C10865,Brittany Jenkins,Female,Midwest,New,2025-06-01
C10866,Scott Miller,Male,Online-only,Returning,2023-01-27
C10867,Paul Lawrence,Male,Southeast,Returning,2024-03-16
C10868,Victor Edwards,Male,Midwest,New,2023-03-26
C10869,Destiny Miller,Female,West,New,2024-11-18
C10870,Lindsay Lawson,Female,Southeast,Returning,2025-10-14
C10871,Michael Abbott,Male,West,Returning,2025-04-21
C10872,Eric Holmes,Male,Midwest,New,2024-09-15
C10873,Nicole Phillips,Female,Southeast,Returning,2022-11-21
C10874,Stephanie Blevins,Female,Midwest,Loyalty,2024-08-25
C10875,Brian Porter,Male,Midwest,Loyalty,2025-01-17
C10876,Kelsey Levine,Female,West,Returning,2026-08-13
C10877,Timothy Anderson,Male,Southeast,Loyalty,2026-02-10
C10878,Keith Diaz,Male,Southeast,Loyalty,2025-05-27
C10879,Pamela Best,Female,Midwest,Loyalty,2025-10-01
C10880,Alan Jones,Male,Northeast,Returning,2023-09-20
C10881,Amanda Brown,Female,Online-only,Returning,2025-10-29
C10882,Jonathon Fuller,Male,Northeast,New,2024-09-03
C10883,Jason Miles,Male,West,Loyalty,2023-01-01
C10884,Amanda Jensen,Non-binary,Southeast,Returning,2023-10-13
C10885,Kyle Dixon,Non-binary,Northeast,Loyalty,2023-06-26
C10886,Rhonda Herrera,Female,Southeast,New,2024-03-26
C10887,Cynthia Davenport,Non-binary,Online-only,Returning,2025-05-24
C10888,Andrea Hale,Female,Northeast,Loyalty,2025-08-03
C10889,Ryan Brown,Male,Online-only,Loyalty,2023-01-06
C10890,Jeffrey Chavez,Male,West,New,2025-02-07
C10891,Eric Harmon,Male,West,Loyalty,2025-08-19
